"Mechanism","Intent","Age","Year","Deaths","Population","Crude Rate","Age-Adjusted Rate","Years of Potential Life Lost"
"Suffocation","Unintentional","11","2019","--","4,194,335","--","--","--"
"Suffocation","Unintentional","11","2018","12**","4,205,105","0.29**","--","648"
"Suffocation","Unintentional","12","2022","--","4,152,811","--","--","--"
"Suffocation","Unintentional","12","2021","--","4,228,509","--","--","--"
"Suffocation","Unintentional","12","2020","--","4,385,948","--","--","--"
"Suffocation","Unintentional","12","2019","--","4,213,041","--","--","--"
"Suffocation","Unintentional","12","2018","--","4,170,603","--","--","--"
"Suffocation","Unintentional","13","2022","--","4,240,884","--","--","--"
"Suffocation","Unintentional","13","2021","--","4,390,229","--","--","--"
"Suffocation","Unintentional","13","2020","--","4,378,112","--","--","--"
"Suffocation","Unintentional","13","2019","--","4,178,933","--","--","--"
"Suffocation","Unintentional","13","2018","14**","4,158,257","0.34**","--","728"
"Suffocation","Unintentional","14","2022","--","4,403,033","--","--","--"
"Suffocation","Unintentional","14","2021","--","4,382,415","--","--","--"
"Suffocation","Unintentional","14","2020","--","4,305,343","--","--","--"
"Suffocation","Unintentional","14","2019","--","4,167,472","--","--","--"
"Suffocation","Unintentional","14","2018","--","4,167,471","--","--","--"
"Suffocation","Unintentional","15","2022","--","4,396,566","--","--","--"
"Suffocation","Unintentional","15","2021","--","4,309,985","--","--","--"
"Suffocation","Unintentional","15","2020","--","4,266,157","--","--","--"
"Suffocation","Unintentional","15","2019","--","4,178,242","--","--","--"
"Suffocation","Unintentional","15","2018","--","4,140,321","--","--","--"
"Suffocation","Unintentional","16","2022","--","4,325,808","--","--","--"
"Suffocation","Unintentional","16","2021","10**","4,271,255","0.23**","--","490"
"Suffocation","Unintentional","16","2020","10**","4,296,018","0.23**","--","490"
"Suffocation","Unintentional","16","2019","--","4,152,752","--","--","--"
"Suffocation","Unintentional","16","2018","--","4,128,089","--","--","--"
"Suffocation","Unintentional","17","2022","--","4,291,066","--","--","--"
"Suffocation","Unintentional","17","2021","12**","4,302,359","0.28**","--","576"
"Suffocation","Unintentional","17","2020","--","4,263,694","--","--","--"
"Suffocation","Unintentional","17","2019","--","4,144,536","--","--","--"
"Suffocation","Unintentional","17","2018","--","4,237,764","--","--","--"
"Suffocation","Unintentional","18","2022","--","4,326,642","--","--","--"
"Suffocation","Unintentional","18","2021","--","4,270,802","--","--","--"
"Suffocation","Unintentional","18","2020","10**","4,410,589","0.23**","--","470"
"Suffocation","Unintentional","18","2019","11**","4,257,953","0.26**","--","517"
"Suffocation","Unintentional","18","2018","--","4,314,459","--","--","--"
"Suffocation","Unintentional","19","2022","--","4,295,710","--","--","--"
"Suffocation","Unintentional","19","2021","16**","4,416,896","0.36**","--","736"
"Suffocation","Unintentional","19","2020","--","4,696,335","--","--","--"
"Suffocation","Unintentional","19","2019","--","4,332,940","--","--","--"
"Suffocation","Unintentional","19","2018","--","4,256,433","--","--","--"
"Suffocation","Homicide","1","2022","--","3,588,817","--","--","--"
"Suffocation","Homicide","1","2021","--","3,675,382","--","--","--"
"Suffocation","Homicide","1","2020","--","3,719,267","--","--","--"
"Suffocation","Homicide","1","2019","--","3,842,257","--","--","--"
"Suffocation","Homicide","1","2018","10**","3,897,917","0.26**","--","640"
"Suffocation","Homicide","2","2022","--","3,693,362","--","--","--"
"Suffocation","Homicide","2","2021","--","3,725,597","--","--","--"
"Suffocation","Homicide","2","2020","--","3,807,454","--","--","--"
"Suffocation","Homicide","2","2019","--","3,911,822","--","--","--"
"Suffocation","Homicide","2","2018","--","3,996,742","--","--","--"
"Suffocation","Homicide","3","2022","--","3,742,836","--","--","--"
"Suffocation","Homicide","3","2021","--","3,813,656","--","--","--"
"Suffocation","Homicide","3","2020","--","3,885,476","--","--","--"
"Suffocation","Homicide","3","2019","--","4,009,037","--","--","--"
"Suffocation","Homicide","3","2018","--","4,035,053","--","--","--"
"Suffocation","Homicide","4","2022","--","3,830,225","--","--","--"
"Suffocation","Homicide","4","2021","--","3,891,463","--","--","--"
"Suffocation","Homicide","4","2020","--","3,987,970","--","--","--"
"Suffocation","Homicide","4","2019","--","4,045,996","--","--","--"
"Suffocation","Homicide","4","2018","--","4,021,907","--","--","--"
"Suffocation","Homicide","5","2022","--","3,907,298","--","--","--"
"Suffocation","Homicide","5","2021","--","3,993,711","--","--","--"
"Suffocation","Homicide","5","2020","--","4,023,811","--","--","--"
"Suffocation","Homicide","5","2019","--","4,032,231","--","--","--"
"Suffocation","Homicide","5","2018","--","4,012,789","--","--","--"
"Suffocation","Homicide","6","2021","--","4,029,311","--","--","--"
"Suffocation","Homicide","6","2020","--","4,012,049","--","--","--"
"Suffocation","Homicide","6","2018","--","4,019,106","--","--","--"
"Suffocation","Homicide","7","2022","--","4,043,729","--","--","--"
"Suffocation","Homicide","7","2021","--","4,017,311","--","--","--"
"Suffocation","Homicide","7","2019","--","4,027,876","--","--","--"
"Suffocation","Homicide","7","2018","--","4,063,647","--","--","--"
"Suffocation","Homicide","8","2022","--","4,031,341","--","--","--"
"Suffocation","Homicide","8","2019","--","4,071,894","--","--","--"
"Suffocation","Homicide","9","2021","--","4,011,235","--","--","--"
"Suffocation","Homicide","9","2019","--","4,067,320","--","--","--"
"Suffocation","Homicide","10","2022","--","4,024,547","--","--","--"
"Suffocation","Homicide","10","2021","--","4,055,389","--","--","--"
"Suffocation","Homicide","10","2020","--","4,135,255","--","--","--"
"Suffocation","Homicide","10","2019","--","4,066,272","--","--","--"
"Suffocation","Homicide","10","2018","--","4,186,406","--","--","--"
"Suffocation","Homicide","11","2021","--","4,139,966","--","--","--"
"Suffocation","Homicide","11","2019","--","4,194,335","--","--","--"
"Suffocation","Homicide","12","2022","--","4,152,811","--","--","--"
"Suffocation","Homicide","12","2021","--","4,228,509","--","--","--"
"Suffocation","Homicide","12","2019","--","4,213,041","--","--","--"
"Suffocation","Homicide","13","2022","--","4,240,884","--","--","--"
"Suffocation","Homicide","13","2020","--","4,378,112","--","--","--"
"Suffocation","Homicide","13","2019","--","4,178,933","--","--","--"
"Suffocation","Homicide","13","2018","--","4,158,257","--","--","--"
"Suffocation","Homicide","14","2021","--","4,382,415","--","--","--"
"Suffocation","Homicide","14","2019","--","4,167,472","--","--","--"
"Suffocation","Homicide","15","2021","--","4,309,985","--","--","--"
"Suffocation","Homicide","15","2020","--","4,266,157","--","--","--"
"Suffocation","Homicide","15","2019","--","4,178,242","--","--","--"
"Suffocation","Homicide","15","2018","--","4,140,321","--","--","--"
"Suffocation","Homicide","16","2022","--","4,325,808","--","--","--"
"Suffocation","Homicide","16","2021","--","4,271,255","--","--","--"
"Suffocation","Homicide","16","2020","--","4,296,018","--","--","--"
"Suffocation","Homicide","16","2019","--","4,152,752","--","--","--"
"Suffocation","Homicide","16","2018","--","4,128,089","--","--","--"
"Suffocation","Homicide","17","2022","--","4,291,066","--","--","--"
"Suffocation","Homicide","17","2021","--","4,302,359","--","--","--"
"Suffocation","Homicide","17","2020","--","4,263,694","--","--","--"
"Suffocation","Homicide","17","2019","--","4,144,536","--","--","--"
"Suffocation","Homicide","17","2018","--","4,237,764","--","--","--"
"Suffocation","Homicide","18","2022","--","4,326,642","--","--","--"
"Suffocation","Homicide","18","2021","--","4,270,802","--","--","--"
"Suffocation","Homicide","18","2020","--","4,410,589","--","--","--"
"Suffocation","Homicide","18","2019","--","4,257,953","--","--","--"
"Suffocation","Homicide","18","2018","--","4,314,459","--","--","--"
"Suffocation","Homicide","19","2022","--","4,295,710","--","--","--"
"Suffocation","Homicide","19","2021","--","4,416,896","--","--","--"
"Suffocation","Homicide","19","2020","--","4,696,335","--","--","--"
"Suffocation","Homicide","19","2019","--","4,332,940","--","--","--"
"Suffocation","Homicide","19","2018","--","4,256,433","--","--","--"
"Suffocation","Suicide","7","2021","--","4,017,311","--","--","--"
"Suffocation","Suicide","7","2020","--","3,999,001","--","--","--"
"Suffocation","Suicide","8","2022","--","4,031,341","--","--","--"
"Suffocation","Suicide","8","2021","--","4,004,132","--","--","--"
"Suffocation","Suicide","8","2020","--","4,006,214","--","--","--"
"Suffocation","Suicide","8","2019","--","4,071,894","--","--","--"
"Suffocation","Suicide","8","2018","--","4,059,209","--","--","--"
"Suffocation","Suicide","9","2022","--","4,017,929","--","--","--"
"Suffocation","Suicide","9","2021","--","4,011,235","--","--","--"
"Suffocation","Suicide","9","2020","13**","4,050,595","0.32**","--","728"
"Suffocation","Suicide","9","2019","--","4,067,320","--","--","--"
"Suffocation","Suicide","9","2018","--","4,058,207","--","--","--"
"Suffocation","Suicide","10","2022","--","4,024,547","--","--","--"
"Suffocation","Suicide","10","2021","17**","4,055,389","0.42**","--","935"
"Suffocation","Suicide","10","2020","16**","4,135,255","0.39**","--","880"
"Suffocation","Suicide","10","2019","14**","4,066,272","0.34**","--","770"
"Suffocation","Suicide","10","2018","20**","4,186,406","0.48**","--","1,100"
"Suffocation","Suicide","11","2022","18**","4,068,564","0.44**","--","972"
"Suffocation","Suicide","11","2021","24","4,139,966","0.58","--","1,296"
"Suffocation","Suicide","11","2020","27","4,223,965","0.64","--","1,458"
"Suffocation","Suicide","11","2019","27","4,194,335","0.64","--","1,458"
"Suffocation","Suicide","11","2018","44","4,205,105","1.05","--","2,376"
"Suffocation","Suicide","12","2022","59","4,152,811","1.42","--","3,127"
"Suffocation","Suicide","12","2021","62","4,228,509","1.47","--","3,286"
"Suffocation","Suicide","12","2020","56","4,385,948","1.28","--","2,968"
"Suffocation","Suicide","12","2019","67","4,213,041","1.59","--","3,551"
"Suffocation","Suicide","12","2018","67","4,170,603","1.61","--","3,551"
"Suffocation","Suicide","13","2022","76","4,240,884","1.79","--","3,952"
"Suffocation","Suicide","13","2021","91","4,390,229","2.07","--","4,732"
"Suffocation","Suicide","13","2020","96","4,378,112","2.19","--","4,992"
"Suffocation","Suicide","13","2019","107","4,178,933","2.56","--","5,564"
"Suffocation","Suicide","13","2018","88","4,158,257","2.12","--","4,576"
"Suffocation","Suicide","14","2022","99","4,403,033","2.25","--","5,049"
"Suffocation","Suicide","14","2021","122","4,382,415","2.78","--","6,222"
"Suffocation","Suicide","14","2020","117","4,305,343","2.72","--","5,967"
"Suffocation","Suicide","14","2019","102","4,167,472","2.45","--","5,202"
"Suffocation","Suicide","14","2018","142","4,167,471","3.41","--","7,242"
"Suffocation","Suicide","15","2022","113","4,396,566","2.57","--","5,650"
"Suffocation","Suicide","15","2021","115","4,309,985","2.67","--","5,750"
"Suffocation","Suicide","15","2020","141","4,266,157","3.31","--","7,050"
"Suffocation","Suicide","15","2019","129","4,178,242","3.09","--","6,450"
"Suffocation","Suicide","15","2018","186","4,140,321","4.49","--","9,300"
"Suffocation","Suicide","16","2022","141","4,325,808","3.26","--","6,909"
"Suffocation","Suicide","16","2021","141","4,271,255","3.30","--","6,909"
"Suffocation","Suicide","16","2020","141","4,296,018","3.28","--","6,909"
"Suffocation","Suicide","16","2019","157","4,152,752","3.78","--","7,693"
"Suffocation","Suicide","16","2018","191","4,128,089","4.63","--","9,359"
"Suffocation","Suicide","17","2022","140","4,291,066","3.26","--","6,720"
"Suffocation","Suicide","17","2021","161","4,302,359","3.74","--","7,728"
"Suffocation","Suicide","17","2020","135","4,263,694","3.17","--","6,480"
"Suffocation","Suicide","17","2019","172","4,144,536","4.15","--","8,256"
"Suffocation","Suicide","17","2018","186","4,237,764","4.39","--","8,928"
"Suffocation","Suicide","18","2022","152","4,326,642","3.51","--","7,144"
"Suffocation","Suicide","18","2021","159","4,270,802","3.72","--","7,473"
"Suffocation","Suicide","18","2020","163","4,410,589","3.70","--","7,661"
"Suffocation","Suicide","18","2019","183","4,257,953","4.30","--","8,601"
"Suffocation","Suicide","18","2018","189","4,314,459","4.38","--","8,883"
"Suffocation","Suicide","19","2022","146","4,295,710","3.40","--","6,716"
"Suffocation","Suicide","19","2021","192","4,416,896","4.35","--","8,832"
"Suffocation","Suicide","19","2020","203","4,696,335","4.32","--","9,338"
"Suffocation","Suicide","19","2019","211","4,332,940","4.87","--","9,706"
"Suffocation","Suicide","19","2018","229","4,256,433","5.38","--","10,534"
"Suffocation","Undetermined","1","2022","--","3,588,817","--","--","--"
"Suffocation","Undetermined","1","2021","--","3,675,382","--","--","--"
"Suffocation","Undetermined","1","2020","--","3,719,267","--","--","--"
"Suffocation","Undetermined","1","2019","--","3,842,257","--","--","--"
"Suffocation","Undetermined","1","2018","--","3,897,917","--","--","--"
"Suffocation","Undetermined","2","2021","--","3,725,597","--","--","--"
"Suffocation","Undetermined","2","2020","--","3,807,454","--","--","--"
"Suffocation","Undetermined","2","2019","--","3,911,822","--","--","--"
"Suffocation","Undetermined","3","2022","--","3,742,836","--","--","--"
"Suffocation","Undetermined","3","2021","--","3,813,656","--","--","--"
"Suffocation","Undetermined","3","2020","--","3,885,476","--","--","--"
"Suffocation","Undetermined","5","2022","--","3,907,298","--","--","--"
"Suffocation","Undetermined","5","2021","--","3,993,711","--","--","--"
"Suffocation","Undetermined","6","2021","--","4,029,311","--","--","--"
"Suffocation","Undetermined","6","2020","--","4,012,049","--","--","--"
"Suffocation","Undetermined","6","2018","--","4,019,106","--","--","--"
"Suffocation","Undetermined","7","2020","--","3,999,001","--","--","--"
"Suffocation","Undetermined","7","2019","--","4,027,876","--","--","--"
"Suffocation","Undetermined","8","2022","--","4,031,341","--","--","--"
"Suffocation","Undetermined","8","2021","--","4,004,132","--","--","--"
"Suffocation","Undetermined","8","2020","--","4,006,214","--","--","--"
"Suffocation","Undetermined","8","2019","--","4,071,894","--","--","--"
"Suffocation","Undetermined","8","2018","--","4,059,209","--","--","--"
"Suffocation","Undetermined","9","2022","--","4,017,929","--","--","--"
"Suffocation","Undetermined","9","2021","--","4,011,235","--","--","--"
"Suffocation","Undetermined","9","2020","--","4,050,595","--","--","--"
"Suffocation","Undetermined","9","2019","--","4,067,320","--","--","--"
"Suffocation","Undetermined","9","2018","--","4,058,207","--","--","--"
"Suffocation","Undetermined","10","2022","--","4,024,547","--","--","--"
"Suffocation","Undetermined","10","2021","--","4,055,389","--","--","--"
"Suffocation","Undetermined","10","2020","--","4,135,255","--","--","--"
"Suffocation","Undetermined","10","2019","--","4,066,272","--","--","--"
"Suffocation","Undetermined","10","2018","--","4,186,406","--","--","--"
"Suffocation","Undetermined","11","2022","--","4,068,564","--","--","--"
"Suffocation","Undetermined","11","2021","--","4,139,966","--","--","--"
"Suffocation","Undetermined","11","2020","--","4,223,965","--","--","--"
"Suffocation","Undetermined","11","2019","--","4,194,335","--","--","--"
"Suffocation","Undetermined","11","2018","--","4,205,105","--","--","--"
"Suffocation","Undetermined","12","2022","--","4,152,811","--","--","--"
"Suffocation","Undetermined","12","2021","--","4,228,509","--","--","--"
"Suffocation","Undetermined","12","2020","--","4,385,948","--","--","--"
"Suffocation","Undetermined","12","2019","--","4,213,041","--","--","--"
"Suffocation","Undetermined","12","2018","--","4,170,603","--","--","--"
"Suffocation","Undetermined","13","2022","--","4,240,884","--","--","--"
"Suffocation","Undetermined","13","2021","--","4,390,229","--","--","--"
"Suffocation","Undetermined","13","2020","--","4,378,112","--","--","--"
"Suffocation","Undetermined","13","2019","--","4,178,933","--","--","--"
"Suffocation","Undetermined","13","2018","--","4,158,257","--","--","--"
"Suffocation","Undetermined","14","2021","--","4,382,415","--","--","--"
"Suffocation","Undetermined","14","2020","--","4,305,343","--","--","--"
"Suffocation","Undetermined","14","2019","--","4,167,472","--","--","--"
"Suffocation","Undetermined","14","2018","--","4,167,471","--","--","--"
"Suffocation","Undetermined","15","2022","--","4,396,566","--","--","--"
"Suffocation","Undetermined","15","2021","--","4,309,985","--","--","--"
"Suffocation","Undetermined","15","2020","--","4,266,157","--","--","--"
"Suffocation","Undetermined","15","2019","--","4,178,242","--","--","--"
"Suffocation","Undetermined","15","2018","--","4,140,321","--","--","--"
"Suffocation","Undetermined","16","2021","--","4,271,255","--","--","--"
"Suffocation","Undetermined","16","2020","--","4,296,018","--","--","--"
"Suffocation","Undetermined","16","2019","--","4,152,752","--","--","--"
"Suffocation","Undetermined","16","2018","--","4,128,089","--","--","--"
"Suffocation","Undetermined","17","2022","--","4,291,066","--","--","--"
"Suffocation","Undetermined","17","2019","--","4,144,536","--","--","--"
"Suffocation","Undetermined","17","2018","--","4,237,764","--","--","--"
"Suffocation","Undetermined","18","2022","--","4,326,642","--","--","--"
"Suffocation","Undetermined","18","2021","--","4,270,802","--","--","--"
"Suffocation","Undetermined","18","2020","--","4,410,589","--","--","--"
"Suffocation","Undetermined","18","2019","--","4,257,953","--","--","--"
"Suffocation","Undetermined","18","2018","--","4,314,459","--","--","--"
"Suffocation","Undetermined","19","2022","--","4,295,710","--","--","--"
"Suffocation","Undetermined","19","2021","--","4,416,896","--","--","--"
"Suffocation","Undetermined","19","2019","--","4,332,940","--","--","--"
"Suffocation","Undetermined","19","2018","--","4,256,433","--","--","--"
"Motor vehicle, traffic","Unintentional","1","2022","83","3,588,817","2.31","--","5,312"
"Motor vehicle, traffic","Unintentional","1","2021","87","3,675,382","2.37","--","5,568"
"Motor vehicle, traffic","Unintentional","1","2020","77","3,719,267","2.07","--","4,928"
"Motor vehicle, traffic","Unintentional","1","2019","68","3,842,257","1.77","--","4,352"
"Motor vehicle, traffic","Unintentional","1","2018","79","3,897,917","2.03","--","5,056"
"Motor vehicle, traffic","Unintentional","2","2022","88","3,693,362","2.38","--","5,544"
"Motor vehicle, traffic","Unintentional","2","2021","73","3,725,597","1.96","--","4,599"
"Motor vehicle, traffic","Unintentional","2","2020","67","3,807,454","1.76","--","4,221"
"Motor vehicle, traffic","Unintentional","2","2019","68","3,911,822","1.74","--","4,284"
"Motor vehicle, traffic","Unintentional","2","2018","78","3,996,742","1.95","--","4,914"
"Motor vehicle, traffic","Unintentional","3","2022","71","3,742,836","1.90","--","4,402"
"Motor vehicle, traffic","Unintentional","3","2021","63","3,813,656","1.65","--","3,906"
"Motor vehicle, traffic","Unintentional","3","2020","69","3,885,476","1.78","--","4,278"
"Motor vehicle, traffic","Unintentional","3","2019","67","4,009,037","1.67","--","4,154"
"Motor vehicle, traffic","Unintentional","3","2018","74","4,035,053","1.83","--","4,588"
"Motor vehicle, traffic","Unintentional","4","2022","73","3,830,225","1.91","--","4,453"
"Motor vehicle, traffic","Unintentional","4","2021","86","3,891,463","2.21","--","5,246"
"Motor vehicle, traffic","Unintentional","4","2020","71","3,987,970","1.78","--","4,331"
"Motor vehicle, traffic","Unintentional","4","2019","78","4,045,996","1.93","--","4,758"
"Motor vehicle, traffic","Unintentional","4","2018","61","4,021,907","1.52","--","3,721"
"Motor vehicle, traffic","Unintentional","5","2022","63","3,907,298","1.61","--","3,780"
"Motor vehicle, traffic","Unintentional","5","2021","92","3,993,711","2.30","--","5,520"
"Motor vehicle, traffic","Unintentional","5","2020","67","4,023,811","1.67","--","4,020"
"Motor vehicle, traffic","Unintentional","5","2019","59","4,032,231","1.46","--","3,540"
"Motor vehicle, traffic","Unintentional","5","2018","79","4,012,789","1.97","--","4,740"
"Motor vehicle, traffic","Unintentional","6","2022","68","4,008,898","1.70","--","4,012"
"Motor vehicle, traffic","Unintentional","6","2021","85","4,029,311","2.11","--","5,015"
"Motor vehicle, traffic","Unintentional","6","2020","83","4,012,049","2.07","--","4,897"
"Motor vehicle, traffic","Unintentional","6","2019","81","4,022,432","2.01","--","4,779"
"Motor vehicle, traffic","Unintentional","6","2018","72","4,019,106","1.79","--","4,248"
"Motor vehicle, traffic","Unintentional","7","2022","58","4,043,729","1.43","--","3,364"
"Motor vehicle, traffic","Unintentional","7","2021","77","4,017,311","1.92","--","4,466"
"Motor vehicle, traffic","Unintentional","7","2020","67","3,999,001","1.68","--","3,886"
"Motor vehicle, traffic","Unintentional","7","2019","70","4,027,876","1.74","--","4,060"
"Motor vehicle, traffic","Unintentional","7","2018","53","4,063,647","1.30","--","3,074"
"Motor vehicle, traffic","Unintentional","8","2022","71","4,031,341","1.76","--","4,047"
"Motor vehicle, traffic","Unintentional","8","2021","66","4,004,132","1.65","--","3,762"
"Motor vehicle, traffic","Unintentional","8","2020","50","4,006,214","1.25","--","2,850"
"Motor vehicle, traffic","Unintentional","8","2019","64","4,071,894","1.57","--","3,648"
"Motor vehicle, traffic","Unintentional","8","2018","69","4,059,209","1.70","--","3,933"
"Motor vehicle, traffic","Unintentional","9","2022","70","4,017,929","1.74","--","3,920"
"Motor vehicle, traffic","Unintentional","9","2021","61","4,011,235","1.52","--","3,416"
"Motor vehicle, traffic","Unintentional","9","2020","52","4,050,595","1.28","--","2,912"
"Motor vehicle, traffic","Unintentional","9","2019","66","4,067,320","1.62","--","3,696"
"Motor vehicle, traffic","Unintentional","9","2018","68","4,058,207","1.68","--","3,808"
"Motor vehicle, traffic","Unintentional","10","2022","57","4,024,547","1.42","--","3,135"
"Motor vehicle, traffic","Unintentional","10","2021","69","4,055,389","1.70","--","3,795"
"Motor vehicle, traffic","Unintentional","10","2020","68","4,135,255","1.64","--","3,740"
"Motor vehicle, traffic","Unintentional","10","2019","66","4,066,272","1.62","--","3,630"
"Motor vehicle, traffic","Unintentional","10","2018","63","4,186,406","1.51","--","3,465"
"Motor vehicle, traffic","Unintentional","11","2022","75","4,068,564","1.84","--","4,050"
"Motor vehicle, traffic","Unintentional","11","2021","72","4,139,966","1.74","--","3,888"
"Motor vehicle, traffic","Unintentional","11","2020","83","4,223,965","1.97","--","4,482"
"Motor vehicle, traffic","Unintentional","11","2019","65","4,194,335","1.55","--","3,510"
"Motor vehicle, traffic","Unintentional","11","2018","71","4,205,105","1.69","--","3,834"
"Motor vehicle, traffic","Unintentional","12","2022","65","4,152,811","1.57","--","3,445"
"Motor vehicle, traffic","Unintentional","12","2021","70","4,228,509","1.66","--","3,710"
"Motor vehicle, traffic","Unintentional","12","2020","81","4,385,948","1.85","--","4,293"
"Motor vehicle, traffic","Unintentional","12","2019","82","4,213,041","1.95","--","4,346"
"Motor vehicle, traffic","Unintentional","12","2018","61","4,170,603","1.46","--","3,233"
"Motor vehicle, traffic","Unintentional","13","2022","110","4,240,884","2.59","--","5,720"
"Motor vehicle, traffic","Unintentional","13","2021","111","4,390,229","2.53","--","5,772"
"Motor vehicle, traffic","Unintentional","13","2020","103","4,378,112","2.35","--","5,356"
"Motor vehicle, traffic","Unintentional","13","2019","83","4,178,933","1.99","--","4,316"
"Motor vehicle, traffic","Unintentional","13","2018","68","4,158,257","1.64","--","3,536"
"Motor vehicle, traffic","Unintentional","14","2022","168","4,403,033","3.82","--","8,568"
"Motor vehicle, traffic","Unintentional","14","2021","167","4,382,415","3.81","--","8,517"
"Motor vehicle, traffic","Unintentional","14","2020","141","4,305,343","3.28","--","7,191"
"Motor vehicle, traffic","Unintentional","14","2019","124","4,167,472","2.98","--","6,324"
"Motor vehicle, traffic","Unintentional","14","2018","97","4,167,471","2.33","--","4,947"
"Motor vehicle, traffic","Unintentional","15","2022","203","4,396,566","4.62","--","10,150"
"Motor vehicle, traffic","Unintentional","15","2021","201","4,309,985","4.66","--","10,050"
"Motor vehicle, traffic","Unintentional","15","2020","205","4,266,157","4.81","--","10,250"
"Motor vehicle, traffic","Unintentional","15","2019","172","4,178,242","4.12","--","8,600"
"Motor vehicle, traffic","Unintentional","15","2018","151","4,140,321","3.65","--","7,550"
"Motor vehicle, traffic","Unintentional","16","2022","377","4,325,808","8.72","--","18,473"
"Motor vehicle, traffic","Unintentional","16","2021","373","4,271,255","8.73","--","18,277"
"Motor vehicle, traffic","Unintentional","16","2020","382","4,296,018","8.89","--","18,718"
"Motor vehicle, traffic","Unintentional","16","2019","300","4,152,752","7.22","--","14,700"
"Motor vehicle, traffic","Unintentional","16","2018","331","4,128,089","8.02","--","16,219"
"Motor vehicle, traffic","Unintentional","17","2022","540","4,291,066","12.58","--","25,920"
"Motor vehicle, traffic","Unintentional","17","2021","595","4,302,359","13.83","--","28,560"
"Motor vehicle, traffic","Unintentional","17","2020","493","4,263,694","11.56","--","23,664"
"Motor vehicle, traffic","Unintentional","17","2019","406","4,144,536","9.80","--","19,488"
"Motor vehicle, traffic","Unintentional","17","2018","469","4,237,764","11.07","--","22,512"
"Motor vehicle, traffic","Unintentional","18","2022","722","4,326,642","16.69","--","33,934"
"Motor vehicle, traffic","Unintentional","18","2021","819","4,270,802","19.18","--","38,493"
"Motor vehicle, traffic","Unintentional","18","2020","723","4,410,589","16.39","--","33,981"
"Motor vehicle, traffic","Unintentional","18","2019","626","4,257,953","14.70","--","29,422"
"Motor vehicle, traffic","Unintentional","18","2018","658","4,314,459","15.25","--","30,926"
"Motor vehicle, traffic","Unintentional","19","2022","778","4,295,710","18.11","--","35,788"
"Motor vehicle, traffic","Unintentional","19","2021","881","4,416,896","19.95","--","40,526"
"Motor vehicle, traffic","Unintentional","19","2020","757","4,696,335","16.12","--","34,822"
"Motor vehicle, traffic","Unintentional","19","2019","688","4,332,940","15.88","--","31,648"
"Motor vehicle, traffic","Unintentional","19","2018","712","4,256,433","16.73","--","32,752"
"Pedal cyclist, other","Unintentional","2","2022","--","3,693,362","--","--","--"
"Pedal cyclist, other","Unintentional","2","2020","--","3,807,454","--","--","--"
"Pedal cyclist, other","Unintentional","3","2022","--","3,742,836","--","--","--"
"Pedal cyclist, other","Unintentional","3","2021","--","3,813,656","--","--","--"
"Pedal cyclist, other","Unintentional","3","2019","--","4,009,037","--","--","--"
"Pedal cyclist, other","Unintentional","3","2018","--","4,035,053","--","--","--"
"Pedal cyclist, other","Unintentional","4","2022","--","3,830,225","--","--","--"
"Pedal cyclist, other","Unintentional","4","2020","--","3,987,970","--","--","--"
"Pedal cyclist, other","Unintentional","4","2018","--","4,021,907","--","--","--"
"Pedal cyclist, other","Unintentional","5","2021","--","3,993,711","--","--","--"
"Pedal cyclist, other","Unintentional","5","2020","--","4,023,811","--","--","--"
"Pedal cyclist, other","Unintentional","5","2019","--","4,032,231","--","--","--"
"Pedal cyclist, other","Unintentional","5","2018","--","4,012,789","--","--","--"
"Pedal cyclist, other","Unintentional","6","2022","--","4,008,898","--","--","--"
"Pedal cyclist, other","Unintentional","6","2018","--","4,019,106","--","--","--"
"Pedal cyclist, other","Unintentional","7","2022","--","4,043,729","--","--","--"
"Pedal cyclist, other","Unintentional","7","2021","--","4,017,311","--","--","--"
"Pedal cyclist, other","Unintentional","8","2020","--","4,006,214","--","--","--"
"Pedal cyclist, other","Unintentional","8","2019","--","4,071,894","--","--","--"
"Pedal cyclist, other","Unintentional","8","2018","--","4,059,209","--","--","--"
"Pedal cyclist, other","Unintentional","9","2022","--","4,017,929","--","--","--"
"Pedal cyclist, other","Unintentional","9","2021","--","4,011,235","--","--","--"
"Pedal cyclist, other","Unintentional","9","2020","--","4,050,595","--","--","--"
"Pedal cyclist, other","Unintentional","9","2019","--","4,067,320","--","--","--"
"Pedal cyclist, other","Unintentional","9","2018","--","4,058,207","--","--","--"
"Pedal cyclist, other","Unintentional","10","2020","--","4,135,255","--","--","--"
"Pedal cyclist, other","Unintentional","10","2019","--","4,066,272","--","--","--"
"Pedal cyclist, other","Unintentional","11","2021","--","4,139,966","--","--","--"
"Pedal cyclist, other","Unintentional","11","2019","--","4,194,335","--","--","--"
"Pedal cyclist, other","Unintentional","12","2022","--","4,152,811","--","--","--"
"Pedal cyclist, other","Unintentional","12","2021","--","4,228,509","--","--","--"
"Pedal cyclist, other","Unintentional","12","2020","--","4,385,948","--","--","--"
"Pedal cyclist, other","Unintentional","12","2019","--","4,213,041","--","--","--"
"Pedal cyclist, other","Unintentional","13","2022","--","4,240,884","--","--","--"
"Pedal cyclist, other","Unintentional","13","2021","--","4,390,229","--","--","--"
"Pedal cyclist, other","Unintentional","13","2020","--","4,378,112","--","--","--"
"Pedal cyclist, other","Unintentional","13","2019","--","4,178,933","--","--","--"
